deg,EM_H_KA_25,EM_H_K_25,EM_H_KA_12,F16_19HD,EM_H_KU_12,EM_H_KU_25,F16_37HD,EM_H_K_12
1.615,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6175,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.62,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6225,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.625,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6275,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.63,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6325,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.635,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6375,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.64,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6425,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.645,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6475,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.65,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6525,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.655,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6575,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.66,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6625,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.665,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6675,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.67,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6725,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.675,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6775,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.68,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6825,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.685,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6875,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.69,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6925,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.695,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.6975,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.7,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.7025,241.56015,238.94411,244.26398,242.18999,241.79405,231.36819,245.12999,245.51595
1.705,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.7075,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.71,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.7125,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.715,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.7175,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.72,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.7225,241.56015,238.94411,244.26398,243.81,241.79405,231.36819,245.03999,245.51595
1.725,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7275,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.73,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7325,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.735,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7375,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.74,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7425,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.745,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7475,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.75,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7525,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.755,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7575,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.76,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7625,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.765,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7675,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.77,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7725,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.775,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7775,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.78,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7825,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.785,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7875,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.79,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7925,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.795,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.7975,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8025,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.805,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8075,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.81,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8125,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.815,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8175,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.82,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8225,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.825,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8275,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.83,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8325,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.835,241.56015,238.94411,239.09254,243.81,229.66579,231.36819,245.03999,242.31541
1.8375,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.84,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8425,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.845,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8475,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.85,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8525,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.855,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8575,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.86,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8625,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.865,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8675,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.87,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8725,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.875,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8775,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.88,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8825,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.885,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8875,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.89,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8925,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.895,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.8975,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9025,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.905,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9075,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.91,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9125,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.915,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9175,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.92,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9225,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.925,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9275,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.93,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.9325,248.89308,250.75232,246.84911,243.81,233.39503,243.84285,245.03999,242.73729
1.935,248.89308,250.75232,246.84911,248.28,233.39503,243.84285,250.61,242.73729
1.9375,248.89308,250.75232,246.84911,248.28,233.39503,243.84285,250.61,242.73729
1.94,248.89308,250.75232,246.84911,248.28,233.39503,243.84285,250.61,242.73729
1.9425,248.89308,250.75232,246.84911,248.28,233.39503,243.84285,250.61,242.73729
1.945,248.89308,250.75232,246.84911,248.28,233.39503,243.84285,250.61,242.73729
1.9475,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.95,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9525,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.955,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9575,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.96,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9625,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.965,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9675,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.97,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9725,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.975,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9775,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.98,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9825,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.985,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9875,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.99,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9925,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.995,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
1.9975,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0025,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.005,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0075,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.01,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0125,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.015,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0175,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.02,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0225,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.025,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0275,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.03,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0325,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.035,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0375,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.04,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0425,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.045,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0475,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.05,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0525,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.055,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0575,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.06,248.89308,250.75232,248.23868,248.28,244.4429,243.84285,250.61,250.25017
2.0625,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.065,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0675,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.07,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0725,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.075,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0775,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.08,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0825,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.085,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0875,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.09,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0925,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.095,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.0975,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1025,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.105,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1075,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.11,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1125,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.115,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1175,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.12,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1225,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.125,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1275,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.13,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1325,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.135,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1375,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.14,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1425,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.145,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1475,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.15,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1525,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.155,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1575,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.16,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.1625,255.46353,258.04871,255.05553,248.28,248.30704,252.26886,250.61,254.25816
2.165,255.46353,258.04871,255.05553,252.12999,248.30704,252.26886,254.48,254.25816
2.1675,255.46353,258.04871,255.05553,252.12999,248.30704,252.26886,254.48,254.25816
2.17,255.46353,258.04871,255.05553,252.12999,248.30704,252.26886,254.48,254.25816
2.1725,255.46353,258.04871,255.05553,252.12999,248.30704,252.26886,254.48,254.25816
2.175,255.46353,258.04871,255.05553,252.12999,248.30704,252.26886,254.48,254.25816
2.1775,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.18,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.1825,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.185,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.1875,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.19,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.1925,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.195,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.1975,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2025,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.205,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2075,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.21,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2125,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.215,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2175,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.22,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2225,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.225,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2275,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.23,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2325,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.235,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2375,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.24,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2425,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.245,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2475,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.25,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2525,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.255,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2575,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.26,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2625,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.265,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2675,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.27,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2725,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.275,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2775,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.28,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2825,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.285,255.46353,258.04871,256.29779,252.12999,251.97343,252.26886,254.48,257.88245
2.2875,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.29,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.2925,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.295,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.2975,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3025,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.305,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3075,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.31,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3125,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.315,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3175,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.32,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3225,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.325,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3275,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.33,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3325,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.335,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3375,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.34,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3425,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.345,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3475,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.35,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3525,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.355,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3575,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.36,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3625,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.365,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3675,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.37,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3725,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.375,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3775,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.38,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3825,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.385,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3875,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.39,258.36356,259.28531,264.57339,252.12999,265.89685,255.60709,254.48,268.98224
2.3925,258.36356,259.28531,264.57339,255.26999,265.89685,255.60709,257.32001,268.98224
2.395,258.36356,259.28531,264.57339,255.26999,265.89685,255.60709,257.32001,268.98224
2.3975,258.36356,259.28531,264.57339,255.26999,265.89685,255.60709,257.32001,268.98224
2.4,258.36356,259.28531,264.57339,255.26999,265.89685,255.60709,257.32001,268.98224
2.4025,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
2.405,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
2.4075,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
2.41,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
2.4125,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
2.415,258.36356,259.28531,255.03453,255.26999,251.17683,255.60709,257.32001,256.60425
